node1	node2	combined_score
SRC	PTPN11	0.998
SRC	PIK3R1	0.998
SRC	SHC1	0.999
PDK1	MYC	0.563
NCOA1	MYC	0.627
PBRM1	MUC1	0.458
PBRM1	NOTCH1	0.558
SHC1	RAF1	0.533
SHC1	PIK3CB	0.631
SHC1	MUC1	0.683
SHC1	MYC	0.683
SHC1	PLCG2	0.93
SHC1	PIK3R1	0.971
SHC1	PTPN11	0.997
SHC1	NTRK1	0.999
RAF1	PTPN11	0.728
RAF1	MYC	0.755
RAF1	PIK3CB	0.939
RAF1	PIK3R1	0.944
PIK3R1	NOTCH1	0.633
PIK3R1	MYC	0.675
PIK3R1	NTRK1	0.962
PIK3R1	PLCG2	0.979
PIK3R1	PTPN11	0.996
PIK3R1	PIK3CB	0.999
NTRK1	NOTCH1	0.407
NTRK1	MYC	0.559
NTRK1	PTPN11	0.56
NTRK1	PLCG2	0.908
NTRK1	PIK3CB	0.932
MYC	MUC1	0.662
MYC	PTPN11	0.667
MYC	NOTCH1	0.899
PLCG2	PTPN11	0.934
PLCG2	PIK3CB	0.938
PTPN11	NOTCH1	0.571
PTPN11	PIK3CB	0.934
CDC6	UBE2T	0.558
CDC6	ANLN	0.579
CDC6	NDC80	0.616
CDC6	CEP55	0.63
CDC6	TYMS	0.639
CDC6	CENPF	0.64
CDC6	PTTG1	0.671
CDC6	MYBL2	0.691
CDC6	KIF2C	0.713
CDC6	MELK	0.719
CDC6	BIRC5	0.732
CDC6	TP53	0.741
CDC6	UBE2C	0.835
CDC6	CDC20	0.921
CDC6	RRM2	0.929
CDC6	EXO1	0.966
MMP11	BAG1	0.404
MMP11	MYBL2	0.439
MMP11	SFRP1	0.461
MYBL2	ANLN	0.402
MYBL2	UBE2T	0.404
MYBL2	BAG1	0.433
MYBL2	NDC80	0.464
MYBL2	PTTG1	0.537
MYBL2	CEP55	0.594
MYBL2	TYMS	0.616
MYBL2	EXO1	0.633
MYBL2	CENPF	0.651
MYBL2	KIF2C	0.694
MYBL2	TP53	0.742
MYBL2	RRM2	0.745
MYBL2	UBE2C	0.773
MYBL2	BIRC5	0.844
MYBL2	CDC20	0.865
MYBL2	MELK	0.894
TSC2	TERT	0.409
TSC2	TP53	0.713
TSC2	STK11	0.857
SFRP1	TP53	0.443
NDC80	UBE2T	0.482
NDC80	ANLN	0.612
NDC80	TYMS	0.703
NDC80	EXO1	0.72
NDC80	RRM2	0.745
NDC80	PTTG1	0.833
NDC80	UBE2C	0.87
NDC80	BIRC5	0.885
NDC80	CEP55	0.914
NDC80	KIF2C	0.934
NDC80	MELK	0.935
NDC80	CDC20	0.962
NDC80	CENPF	0.987
CDH3	TP53	0.434
CDH3	ZEB1	0.458
ANLN	PHGDH	0.428
ANLN	PTTG1	0.579
ANLN	UBE2T	0.653
ANLN	CDC20	0.701
ANLN	TYMS	0.729
ANLN	EXO1	0.754
ANLN	UBE2C	0.773
ANLN	BIRC5	0.781
ANLN	RRM2	0.785
ANLN	KIF2C	0.821
ANLN	MELK	0.831
ANLN	CENPF	0.842
ANLN	CEP55	0.93
TP53	CEP55	0.403
TP53	UBE2C	0.432
TP53	FOXC1	0.438
TP53	MAPT	0.442
TP53	MELK	0.463
TP53	FGFR4	0.532
TP53	TGFA	0.573
TP53	CDC20	0.608
TP53	EXO1	0.708
TP53	PHGDH	0.719
TP53	YAP1	0.721
TP53	STAT5B	0.728
TP53	BAG1	0.754
TP53	TYMS	0.774
TP53	PTTG1	0.775
TP53	RRM2	0.803
TP53	ZEB1	0.824
TP53	TERT	0.902
TP53	BIRC5	0.93
TP53	STK11	0.97
TMEM45B	GPR160	0.466
FGFR4	TERT	0.449
FGFR4	TGFA	0.717
MELK	UBE2T	0.706
MELK	TYMS	0.737
MELK	PTTG1	0.874
MELK	EXO1	0.9
MELK	CENPF	0.919
MELK	RRM2	0.933
MELK	KIF2C	0.935
MELK	UBE2C	0.948
MELK	CEP55	0.956
MELK	CDC20	0.964
MELK	BIRC5	0.965
BIRC5	ZEB1	0.542
BIRC5	YAP1	0.634
BIRC5	UBE2T	0.72
BIRC5	EXO1	0.823
BIRC5	TYMS	0.862
BIRC5	RRM2	0.895
BIRC5	CEP55	0.913
BIRC5	PTTG1	0.926
BIRC5	CENPF	0.96
BIRC5	KIF2C	0.972
BIRC5	UBE2C	0.992
BIRC5	CDC20	0.995
TERT	STK11	0.517
TERT	EXO1	0.604
TYMS	KIF2C	0.607
TYMS	UBE2T	0.671
TYMS	CENPF	0.684
TYMS	EXO1	0.701
TYMS	PTTG1	0.703
TYMS	CDC20	0.757
TYMS	CEP55	0.767
TYMS	PHGDH	0.838
TYMS	UBE2C	0.858
TYMS	RRM2	0.939
MAPT	RRM2	0.422
MAPT	PHGDH	0.46
MAPT	BAG1	0.511
UBE2C	HMGB3	0.425
UBE2C	YAP1	0.437
UBE2C	EXO1	0.695
UBE2C	UBE2T	0.794
UBE2C	RRM2	0.931
UBE2C	CEP55	0.938
UBE2C	CENPF	0.94
UBE2C	KIF2C	0.954
UBE2C	PTTG1	0.98
UBE2C	CDC20	0.999
RRM2	PHGDH	0.416
RRM2	UBE2T	0.582
RRM2	KIF2C	0.758
RRM2	EXO1	0.788
RRM2	PTTG1	0.821
RRM2	CENPF	0.822
RRM2	CDC20	0.907
RRM2	CEP55	0.945
ZEB1	FOXC1	0.43
ZEB1	YAP1	0.821
EXO1	PTTG1	0.543
EXO1	CEP55	0.639
EXO1	UBE2T	0.669
EXO1	KIF2C	0.764
EXO1	CDC20	0.796
EXO1	CENPF	0.9
CENPF	PTTG1	0.827
CENPF	UBE2T	0.853
CENPF	CEP55	0.959
CENPF	KIF2C	0.985
CENPF	CDC20	0.99
CEP55	UBE2T	0.768
CEP55	PTTG1	0.892
CEP55	KIF2C	0.948
CEP55	CDC20	0.95
KIF2C	UBE2T	0.583
KIF2C	PTTG1	0.875
KIF2C	CDC20	0.995
CDC20	YAP1	0.488
CDC20	UBE2T	0.679
CDC20	PTTG1	0.999
PTTG1	UBE2T	0.854
YAP1	FOXC1	0.439
